u,v,u_x,u_y,v_x,v_y,duration,departure_time
3743710017,3743710016,126.9313745,37.5593165,126.9316501,37.559671,13,202507010800
3743710018,2473262339,126.9305673,37.560036,126.9306129,37.5603401,1,202507010800
3743710018,2473262330,126.9305673,37.560036,126.9312516,37.5594064,46,202507010800
3743710018,3743710019,126.9305673,37.560036,126.9306957,37.560009,11,202507010800
3743710019,3743710018,126.9306957,37.560009,126.9305673,37.560036,75,202507010800
3743710020,3743710021,126.9316617,37.5601044,126.9317433,37.5602142,0,202507010800
3743710020,3743710015,126.9316617,37.5601044,126.9319059,37.5599768,7,202507010800
3743710024,3743712526,126.930131,37.560784,126.9298391,37.5607766,6,202507010800
3743710020,2473267808,126.9316617,37.5601044,126.9309728,37.5604156,19,202507010800
3743710021,3743710020,126.9317433,37.5602142,126.9316617,37.5601044,0,202507010800
3743710024,2473255292,126.930131,37.560784,126.930633,37.5608543,9,202507010800
3743710024,3743712528,126.930131,37.560784,126.9301691,37.5605243,9,202507010800
3743712525,2473262328,126.9301914,37.5603721,126.9303018,37.5603975,142,202507010800
3743712525,3743712528,126.9301914,37.5603721,126.9301691,37.5605243,5,202507010800
3743712525,3743712526,126.9301914,37.5603721,126.9298391,37.5607766,16,202507010800
3743712526,3743712525,126.9298391,37.5607766,126.9301914,37.5603721,129,202507010800
3743712526,3743710024,126.9298391,37.5607766,126.930131,37.560784,143,202507010800
3743712526,3743712561,126.9298391,37.5607766,126.9292154,37.5608656,13,202507010800
3743712528,3743712525,126.9301691,37.5605243,126.9301914,37.5603721,5,202507010800
3743712529,2473255292,126.9306936,37.5605832,126.930633,37.5608543,26,202507010800
3743712528,3743712530,126.9301691,37.5605243,126.9304137,37.5605517,5,202507010800
3743712529,3743712530,126.9306936,37.5605832,126.9304137,37.5605517,5,202507010800
3743712529,4590170293,126.9306936,37.5605832,126.9305485,37.56044,158,202507010800
3743712528,3743710024,126.9301691,37.5605243,126.930131,37.560784,7,202507010800
3743712530,3743712529,126.9304137,37.5605517,126.9306936,37.5605832,5,202507010800
3743712530,3743712528,126.9304137,37.5605517,126.9301691,37.5605243,5,202507010800
3743712530,3743712531,126.9304137,37.5605517,126.9304042,37.5606266,0,202507010800
3743712531,3743712530,126.9304042,37.5606266,126.9304137,37.5605517,0,202507010800
3743712532,3743712533,126.9308974,37.5608543,126.9311445,37.5609198,7,202507010800
3743712532,2473255292,126.9308974,37.5608543,126.930633,37.5608543,192,202507010800
3743712532,3743712537,126.9308974,37.5608543,126.930961,37.560568,4,202507010800
3743712533,3743712532,126.9311445,37.5609198,126.9308974,37.5608543,478,202507010800
3743712533,3743712534,126.9311445,37.5609198,126.9311024,37.5610135,478,202507010800
3743712533,3825309058,126.9311445,37.5609198,126.9311759,37.5607351,469,202507010800
3743712537,3825309058,126.930961,37.560568,126.9311759,37.5607351,5,202507010800
3743712534,3743712533,126.9311024,37.5610135,126.9311445,37.5609198,466,202507010800
3743712537,3743712532,126.930961,37.560568,126.9308974,37.5608543,5,202507010800
3743712540,3743712541,126.9272875,37.5603782,126.9271026,37.56039,4,202507010800
3743712537,2473267808,126.930961,37.560568,126.9309728,37.5604156,9,202507010800
3743712540,2473245560,126.9272875,37.5603782,126.9273019,37.5605272,0,202507010800
3743712540,2473245562,126.9272875,37.5603782,126.9272268,37.5596325,29,202507010800
3743712543,2473255281,126.928756,37.5606471,126.9289408,37.5605978,1,202507010800
3743712541,3743712540,126.9271026,37.56039,126.9272875,37.5603782,5,202507010800
3743712544,3743712546,126.9286435,37.5602429,126.9281444,37.5603048,16,202507010800
3743712544,2473255281,126.9286435,37.5602429,126.9289408,37.5605978,123,202507010800
3743712546,2473255266,126.9281444,37.5603048,126.9281468,37.5604681,4,202507010800
3743712546,4590160919,126.9281444,37.5603048,126.9281334,37.559539,29,202507010800
3743712544,2473255305,126.9286435,37.5602429,126.9290875,37.5596814,82,202507010800
3743712547,2473255260,126.9284127,37.5608002,126.9285576,37.5608718,0,202507010800
3743712546,3743712544,126.9281444,37.5603048,126.9286435,37.5602429,100,202507010800
3743712550,3743712552,126.9281083,37.5612819,126.9279685,37.5615254,19,202507010800
3743712550,3743712552,126.9281083,37.5612819,126.9279685,37.5615254,19,202507010800
3743712550,2473245569,126.9281083,37.5612819,126.928198,37.5611726,20,202507010800
3743712552,3743712550,126.9279685,37.5615254,126.9281083,37.5612819,7,202507010800
3743712552,3743712550,126.9279685,37.5615254,126.9281083,37.5612819,7,202507010800
3743712552,2473255263,126.9279685,37.5615254,126.9278903,37.5616585,5,202507010800
3743712550,2473255268,126.9281083,37.5612819,126.927507,37.5617052,36,202507010800
3743712559,2473245569,126.9283724,37.5610741,126.928198,37.5611726,5,202507010800
3743712558,3743712559,126.9288988,37.5613574,126.9283724,37.5610741,14,202507010800
3743712559,3743712558,126.9283724,37.5610741,126.9288988,37.5613574,109,202507010800
3743712561,4590157550,126.9292154,37.5608656,126.9292814,37.5609657,3,202507010800
3743712561,3743712526,126.9292154,37.5608656,126.9298391,37.5607766,124,202507010800
3743712559,2473255260,126.9283724,37.5610741,126.9285576,37.5608718,102,202507010800
3743712561,2473255296,126.9292154,37.5608656,126.9290353,37.5607357,6,202507010800
3743712564,3743710015,126.9323484,37.559737,126.9319059,37.5599768,10,202507010800
3743712566,3743712567,126.9296687,37.5583544,126.9304378,37.5579344,88,202507010800
3743712565,4590170291,126.9290343,37.5585125,126.9295722,37.558975,19,202507010800
3743712565,3743712579,126.9290343,37.5585125,126.9292686,37.5584541,58,202507010800
3743712566,3743712578,126.9296687,37.5583544,126.9299638,37.5589048,44,202507010800
3743712566,3743712579,126.9296687,37.5583544,126.9292686,37.5584541,8,202507010800
3743712567,3743712566,126.9304378,37.5579344,126.9296687,37.5583544,31,202507010800
3743712567,3743712572,126.9304378,37.5579344,126.9303852,37.5578394,1,202507010800
3743712567,3743712569,126.9304378,37.5579344,126.9308602,37.5581255,86,202507010800
3743712569,4590174137,126.9308602,37.5581255,126.9313263,37.5576303,117,202507010800
3743712569,3743712567,126.9308602,37.5581255,126.9304378,37.5579344,15,202507010800
3743712572,3743712567,126.9303852,37.5578394,126.9304378,37.5579344,1,202507010800
3743712569,3743712585,126.9308602,37.5581255,126.930519,37.5584753,91,202507010800
3743712572,7069047605,126.9303852,37.5578394,126.9301397,37.5575548,149,202507010800
3743712572,3743712574,126.9303852,37.5578394,126.9308547,37.5576908,92,202507010800
3743712578,2473261150,126.9299638,37.5589048,126.930055,37.5588857,75,202507010800
3743712578,3743712566,126.9299638,37.5589048,126.9296687,37.5583544,25,202507010800
3743712574,3743712572,126.9308547,37.5576908,126.9303852,37.5578394,81,202507010800
3743712578,3743712596,126.9299638,37.5589048,126.9296929,37.5589474,6,202507010800
3743712579,3743712580,126.9292686,37.5584541,126.9294116,37.5586965,7,202507010800
3743712579,3743712566,126.9292686,37.5584541,126.9296687,37.5583544,59,202507010800
3743712580,3743712579,126.9294116,37.5586965,126.9292686,37.5584541,1,202507010800
3743712579,3743712565,126.9292686,37.5584541,126.9290343,37.5585125,9,202507010800
3743712581,3743712582,126.9301328,37.5588474,126.930058,37.5587221,74,202507010800
3743712581,3743712583,126.9301328,37.5588474,126.9302883,37.558705,76,202507010800
3743712582,3743712581,126.930058,37.5587221,126.9301328,37.5588474,72,202507010800
3743712583,3743712585,126.9302883,37.558705,126.930519,37.5584753,18,202507010800
3743712581,2473261150,126.9301328,37.5588474,126.930055,37.5588857,70,202507010800
3743712583,3864845886,126.9302883,37.558705,126.9307792,37.5589112,18,202507010800
3743712583,3743712584,126.9302883,37.558705,126.9301113,37.5585136,6,202507010800
3743712583,3743712581,126.9302883,37.558705,126.9301328,37.5588474,18,202507010800
3743712584,3743712583,126.9301113,37.5585136,126.9302883,37.558705,7,202507010800
3743712585,3743712587,126.930519,37.5584753,126.9306991,37.558586,5,202507010800
3743712585,3743712586,126.930519,37.5584753,126.9303853,37.5583882,0,202507010800
3743712585,3743712583,126.930519,37.5584753,126.9302883,37.558705,9,202507010800
3743712585,3743712569,126.930519,37.5584753,126.9308602,37.5581255,10,202507010800
3743712587,3743712585,126.9306991,37.558586,126.930519,37.5584753,6,202507010800
3743712586,3743712585,126.9303853,37.5583882,126.930519,37.5584753,1,202507010800
3743712588,2473261150,126.9301787,37.5591431,126.930055,37.5588857,12,202507010800
3743712596,4590170291,126.9296929,37.5589474,126.9295722,37.558975,4,202507010800
3743712588,9315470230,126.9301787,37.5591431,126.9307792,37.5594523,28,202507010800
3743712596,3743712598,126.9296929,37.5589474,126.9298931,37.5592069,77,202507010800
3743712599,7069047603,126.9283641,37.5588593,126.9280931,37.5583182,162,202507010800
3743712596,3743712578,126.9296929,37.5589474,126.9299638,37.5589048,68,202507010800
3743712588,9315470230,126.9301787,37.5591431,126.9307792,37.5594523,28,202507010800
3743712599,9282595673,126.9283641,37.5588593,126.92779,37.5584313,167,202507010800
3743712598,3743712596,126.9298931,37.5592069,126.9296929,37.5589474,15,202507010800
3743712599,4590169787,126.9283641,37.5588593,126.9287342,37.559286,93,202507010800
3743712608,3743712607,126.9287511,37.5585628,126.9290156,37.5584815,1,202507010800
3743712607,3743712608,126.9290156,37.5584815,126.9287511,37.5585628,2,202507010800
3749753642,2147528627,126.9369225,37.5599617,126.9393206,37.5600024,211,202507010800
3749753642,3864845150,126.9369225,37.5599617,126.9369592,37.5589873,166,202507010800
3743712607,7069047604,126.9290156,37.5584815,126.9287832,37.5580608,139,202507010800
3749753642,5861128817,126.9369225,37.5599617,126.9369257,37.5601482,0,202507010800
3785056723,436859669,126.9455379,37.5598574,126.9456887,37.559188,124,202507010800
3785056723,5870999563,126.9455379,37.5598574,126.9455047,37.5600311,88,202507010800
3785056723,4973475979,126.9455379,37.5598574,126.9456175,37.5599689,96,202507010800
3785056754,10951405277,126.9423924,37.5619593,126.9447541,37.5638546,43,202507010800
3785057913,3825309337,126.9326685,37.565238,126.9335399,37.5654215,182,202507010800
3785057868,3825309082,126.9310905,37.5627641,126.9302501,37.5621791,394,202507010800
3785057868,436855674,126.9310905,37.5627641,126.9314189,37.5624454,361,202507010800
3785057913,3825309331,126.9326685,37.565238,126.9324815,37.5653537,7,202507010800
3785057923,3825309557,126.9316855,37.5661267,126.931624,37.5661486,1,202507010800
3785057913,4634458525,126.9326685,37.565238,126.932723,37.5649489,10,202507010800
3785057930,4589998394,126.928323,37.56642,126.9287506,37.5660738,94,202507010800
3785057923,3825309530,126.9316855,37.5661267,126.9319366,37.5659027,97,202507010800
3785057923,3825309564,126.9316855,37.5661267,126.9317093,37.5661937,84,202507010800
3785057930,3785057948,126.928323,37.56642,126.9291044,37.5670287,49,202507010800
3785057930,2330771309,126.928323,37.56642,126.9279164,37.5667491,13,202507010800
3785057934,3825309611,126.929555,37.5666822,126.9294528,37.5665949,3,202507010800
3785057934,436837189,126.929555,37.5666822,126.9302418,37.5672372,101,202507010800
3785057934,3785057948,126.929555,37.5666822,126.9291044,37.5670287,85,202507010800
3785057947,2330771309,126.9281966,37.5669515,126.9279164,37.5667491,55,202507010800
3785057947,3825309775,126.9281966,37.5669515,126.9277554,37.5671628,15,202507010800
3785057947,3785058057,126.9281966,37.5669515,126.9286917,37.5673579,42,202507010800
3785057948,3785058057,126.9291044,37.5670287,126.9286917,37.5673579,67,202507010800
3785057948,3785057930,126.9291044,37.5670287,126.928323,37.56642,32,202507010800
3785057948,4589999127,126.9291044,37.5670287,126.9298792,37.567643,32,202507010800
3785057948,3785057934,126.9291044,37.5670287,126.929555,37.5666822,4,202507010800
3785058057,3785057947,126.9286917,37.5673579,126.9281966,37.5669515,13,202507010800
3785058057,3825309837,126.9286917,37.5673579,126.9283552,37.5676276,15,202507010800
3785058057,3825309970,126.9286917,37.5673579,126.929226,37.5677774,53,202507010800
3785058057,3785057948,126.9286917,37.5673579,126.9291044,37.5670287,16,202507010800
3785058058,3825309632,126.9325574,37.5671943,126.932259,37.5667719,129,202507010800
3785058058,3785058064,126.9325574,37.5671943,126.9313559,37.5673875,33,202507010800
3785058058,3825309790,126.9325574,37.5671943,126.9333903,37.5672747,91,202507010800
3785058061,3825309787,126.9274862,37.5674781,126.9275734,37.5672583,63,202507010800
3785058061,3785058066,126.9274862,37.5674781,126.9280427,37.5678781,81,202507010800
3785058061,3825309852,126.9274862,37.5674781,126.9274031,37.5677298,74,202507010800
3785058064,3825309973,126.9313559,37.5673875,126.9316207,37.5677384,144,202507010800
3785058064,3785058058,126.9313559,37.5673875,126.9325574,37.5671943,86,202507010800
3785058064,2330771264,126.9313559,37.5673875,126.9309257,37.5668519,200,202507010800
3785058066,3785058073,126.9280427,37.5678781,126.9282183,37.5689264,85,202507010800
3785058066,3825309843,126.9280427,37.5678781,126.928274,37.5676927,47,202507010800
3785058068,4590010868,126.930959,37.5681405,126.9304646,37.5687424,24,202507010800
3785058066,3785058061,126.9280427,37.5678781,126.9274862,37.5674781,15,202507010800
3785058068,3825310104,126.930959,37.5681405,126.9316021,37.5689342,36,202507010800
3785058068,3825309972,126.930959,37.5681405,126.9306736,37.5677794,10,202507010800
3785058068,12537161533,126.930959,37.5681405,126.931289,37.5679486,11,202507010800
3785058070,2532403770,126.9299674,37.5683653,126.9295435,37.5680267,14,202507010800
3785058070,3825310106,126.9299674,37.5683653,126.9294764,37.5689513,20,202507010800
3785058073,2330771268,126.9282183,37.5689264,126.9286391,37.5691253,102,202507010800
3785058070,3825310054,126.9299674,37.5683653,126.9300869,37.5684489,82,202507010800
3785058073,3825310103,126.9282183,37.5689264,126.9281513,37.5689318,1,202507010800
3785058073,3785058066,126.9282183,37.5689264,126.9280427,37.5678781,145,202507010800
3785058080,3825310144,126.9262417,37.5693103,126.926198,37.5693476,7,202507010800
3785058080,3825310092,126.9262417,37.5693103,126.9260058,37.5687823,91,202507010800
3785058080,3825310122,126.9262417,37.5693103,126.926513,37.5691368,17,202507010800
3785058081,4590010869,126.9291106,37.5693877,126.9296672,37.5696795,40,202507010800
3785058081,3825310106,126.9291106,37.5693877,126.9294764,37.5689513,20,202507010800
3785058081,2330771268,126.9291106,37.5693877,126.9286391,37.5691253,16,202507010800
3785058081,3825310268,126.9291106,37.5693877,126.9289783,37.5695421,6,202507010800
3785058086,3825310367,126.9240969,37.5695477,126.9230423,37.5702119,43,202507010800
3785058086,3785058135,126.9240969,37.5695477,126.9269154,37.5730067,139,202507010800
3785058089,4590010867,126.9301764,37.5699689,126.9309071,37.5690974,24,202507010800
3785058086,3825310296,126.9240969,37.5695477,126.9245333,37.5696905,161,202507010800
3785058089,4590014296,126.9301764,37.5699689,126.9298147,37.5704002,25,202507010800
3785058089,4590010869,126.9301764,37.5699689,126.9296672,37.5696795,16,202507010800
3785058089,436873061,126.9301764,37.5699689,126.93077,37.57027,75,202507010800
3785058097,3825310367,126.9227627,37.5707177,126.9230423,37.5702119,59,202507010800
3785058097,3825310404,126.9227627,37.5707177,126.9223988,37.5704725,8,202507010800
3785058099,3825310442,126.929351,37.5709533,126.9287737,37.5707558,13,202507010800
3785058099,3825310624,126.929351,37.5709533,126.9290004,37.5713714,37,202507010800
3785058097,3825310625,126.9227627,37.5707177,126.9231702,37.5713483,154,202507010800
3785058099,3785058104,126.929351,37.5709533,126.9299232,37.5712426,70,202507010800
3785058104,3825310572,126.9299232,37.5712426,126.9301684,37.5709638,114,202507010800
3785058099,4590014296,126.929351,37.5709533,126.9298147,37.5704002,44,202507010800
3785058104,3825310631,126.9299232,37.5712426,126.9302479,37.5714315,115,202507010800
3785058104,3785058099,126.9299232,37.5712426,126.929351,37.5709533,14,202507010800
3785058106,3825310639,126.9274506,37.5713328,126.9277988,37.5715144,78,202507010800
3785058104,3785058123,126.9299232,37.5712426,126.9291145,37.572211,123,202507010800
3785058106,3825310611,126.9274506,37.5713328,126.9273537,37.5712794,3,202507010800
3785058106,4590030221,126.9274506,37.5713328,126.9269897,37.5727293,62,202507010800
3785058110,4590038056,126.9232617,37.5716903,126.9233652,37.5718209,1,202507010800
3785058110,10676167554,126.9232617,37.5716903,126.9232024,37.571478,145,202507010800
3785058116,4590030220,126.9285506,37.571907,126.9280289,37.5716343,12,202507010800
3785058116,3785058123,126.9285506,37.571907,126.9291145,37.572211,80,202507010800
3785058110,10676167557,126.9232617,37.5716903,126.923472,37.571599,145,202507010800
3785058116,3825310646,126.9285506,37.571907,126.9288402,37.5715626,13,202507010800
3785058123,3825310818,126.9291145,37.572211,126.9297073,37.5725369,151,202507010800
3785058123,3785058116,126.9291145,37.572211,126.9285506,37.571907,13,202507010800
3785058123,3825310843,126.9291145,37.572211,126.928606,37.5727563,83,202507010800
3785058124,4590038056,126.9228846,37.5722578,126.9233652,37.5718209,19,202507010800
3785058123,3785058104,126.9291145,37.572211,126.9299232,37.5712426,65,202507010800
3785058135,4590030221,126.9269154,37.5730067,126.9269897,37.5727293,9,202507010800
3785058124,3785058145,126.9228846,37.5722578,126.9241729,37.5733468,39,202507010800
3785058135,3785058086,126.9269154,37.5730067,126.9240969,37.5695477,129,202507010800
3785058135,4590030223,126.9269154,37.5730067,126.9278596,37.5731342,248,202507010800
3785058136,3825310959,126.9285297,37.572849,126.9284552,37.5729421,210,202507010800
3785058136,3825310843,126.9285297,37.572849,126.928606,37.5727563,148,202507010800
3785058136,4590030220,126.9285297,37.572849,126.9280289,37.5716343,47,202507010800
3785058137,2532346082,126.9365522,37.572923,126.937115,37.5728583,221,202507010800
3785058137,436862475,126.9365522,37.572923,126.9355524,37.5730603,222,202507010800
3785058145,10676104467,126.9241729,37.5733468,126.9244071,37.5730776,3,202507010800
3785058145,3825310853,126.9241729,37.5733468,126.9240362,37.5729007,92,202507010800
3798890910,4588152157,126.9262789,37.5640432,126.9256666,37.563507,56,202507010800
3798890910,4588152156,126.9262789,37.5640432,126.9266187,37.564348,174,202507010800
3798890910,4590073322,126.9262789,37.5640432,126.9270196,37.5633615,367,202507010800
3798890915,4590073322,126.9274727,37.5636536,126.9270196,37.5633615,213,202507010800
3798890915,4588152155,126.9274727,37.5636536,126.928087,37.5631421,103,202507010800
3798890932,3678120988,126.9259598,37.5648677,126.9250115,37.5640708,28,202507010800
3798890944,2329649080,126.9236598,37.565815,126.923555,37.5654362,19,202507010800
3798890915,4588152156,126.9274727,37.5636536,126.9266187,37.564348,244,202507010800
3798890945,3798890953,126.9253815,37.5652146,126.9237275,37.5652748,38,202507010800
3798890932,3798890945,126.9259598,37.5648677,126.9253815,37.5652146,13,202507010800
3798890945,3798890944,126.9253815,37.5652146,126.9236598,37.565815,61,202507010800
3798890953,3798890945,126.9237275,37.5652748,126.9253815,37.5652146,88,202507010800
3798890953,2329649080,126.9237275,37.5652748,126.923555,37.5654362,8,202507010800
3798890953,4590068792,126.9237275,37.5652748,126.9242098,37.5647722,19,202507010800
3798902280,2473255250,126.9270448,37.5616348,126.9271694,37.5618225,119,202507010800
3798902280,436862410,126.9270448,37.5616348,126.9266581,37.5609728,147,202507010800
3803564850,3550731054,126.9359777,37.558113,126.9359586,37.5576895,45,202507010800
3798902280,4590068791,126.9270448,37.5616348,126.9258483,37.5608455,36,202507010800
3803564850,3309835034,126.9359777,37.558113,126.9363118,37.5581045,68,202507010800
3803564850,3550731055,126.9359777,37.558113,126.9359854,37.5585254,51,202507010800
3807474808,4595156267,126.9573354,37.5452037,126.9575723,37.5451327,1,202507010800
3807474795,4595156267,126.9580577,37.5449954,126.9575723,37.5451327,11,202507010800
3803564850,3550731050,126.9359777,37.558113,126.9356612,37.558121,7,202507010800
3807474808,3807474843,126.9573354,37.5452037,126.9579476,37.5456248,16,202507010800
3807474833,3807474843,126.9585087,37.5454804,126.9579476,37.5456248,12,202507010800
3807474843,4595156267,126.9579476,37.5456248,126.9575723,37.5451327,17,202507010800
3807474843,3807474833,126.9579476,37.5456248,126.9585087,37.5454804,12,202507010800
3807474833,3807474795,126.9585087,37.5454804,126.9580577,37.5449954,39,202507010800
3807474843,3807474808,126.9579476,37.5456248,126.9573354,37.5452037,49,202507010800
3807474859,3807474883,126.9599672,37.54616,126.9599809,37.5469043,30,202507010800
3807474876,3807474881,126.9628733,37.5466753,126.9622618,37.5467513,7,202507010800
3807474859,461778936,126.9599672,37.54616,126.9591959,37.5458319,9,202507010800
3807474876,9990754872,126.9628733,37.5466753,126.9629002,37.5469985,26,202507010800
3807474881,3807474876,126.9622618,37.5467513,126.9628733,37.5466753,48,202507010800
3807474881,9990754869,126.9622618,37.5467513,126.962263,37.5470357,48,202507010800
3807474881,461778960,126.9622618,37.5467513,126.9615899,37.5468375,8,202507010800
3807474876,3726782923,126.9628733,37.5466753,126.9632685,37.5466412,68,202507010800
3807474883,3807474859,126.9599809,37.5469043,126.9599672,37.54616,58,202507010800
3807474883,3807474912,126.9599809,37.5469043,126.9599749,37.5472633,14,202507010800
3807474883,3807474907,126.9599809,37.5469043,126.9604723,37.5470869,21,202507010800
3807474884,3807474907,126.9604942,37.5468596,126.9604723,37.5470869,61,202507010800
3807474885,3807474918,126.9649399,37.5468672,126.9650148,37.5473626,100,202507010800
3807474885,3726783128,126.9649399,37.5468672,126.9635079,37.5465521,31,202507010800
3807474904,8482685783,126.9610918,37.5470949,126.961168,37.5470555,94,202507010800
3807474904,3807474931,126.9610918,37.5470949,126.9617966,37.5475653,73,202507010800
3807474904,2322074403,126.9610918,37.5470949,126.9606845,37.5472718,68,202507010800
3807474907,3807474914,126.9604723,37.5470869,126.9604583,37.547261,57,202507010800
3807474907,3807474884,126.9604723,37.5470869,126.9604942,37.5468596,101,202507010800
3807474907,3807474883,126.9604723,37.5470869,126.9599809,37.5469043,141,202507010800
3807474910,4595156263,126.9617908,37.5472449,126.9618625,37.5475719,52,202507010800
3807474912,3807474883,126.9599749,37.5472633,126.9599809,37.5469043,103,202507010800
3807474912,3807474914,126.9599749,37.5472633,126.9604583,37.547261,36,202507010800
3807474912,2322074420,126.9599749,37.5472633,126.9591808,37.5472677,19,202507010800
3807474914,2322074403,126.9604583,37.547261,126.9606845,37.5472718,61,202507010800
3807474914,3807474912,126.9604583,37.547261,126.9599749,37.5472633,155,202507010800
3807474914,3807474907,126.9604583,37.547261,126.9604723,37.5470869,57,202507010800
3807474918,3807474986,126.9650148,37.5473626,126.9651001,37.548145,18,202507010800
3807474918,3807474885,126.9650148,37.5473626,126.9649399,37.5468672,16,202507010800
3807474931,3807474904,126.9617966,37.5475653,126.9610918,37.5470949,21,202507010800
3807474931,3807474981,126.9617966,37.5475653,126.9613299,37.548085,65,202507010800
3807474931,4595156263,126.9617966,37.5475653,126.9618625,37.5475719,66,202507010800
3807474944,3807474980,126.9597404,37.5477744,126.9593386,37.5480674,15,202507010800
3807474944,2322074420,126.9597404,37.5477744,126.9591808,37.5472677,15,202507010800
3807474944,2322074413,126.9597404,37.5477744,126.959914,37.5478883,58,202507010800
3807474964,2322074411,126.9602743,37.5479957,126.960239,37.5479324,63,202507010800
3807474964,4595156251,126.9602743,37.5479957,126.960587,37.5480361,67,202507010800
3807474972,3807475019,126.9607444,37.5480447,126.9607139,37.5484842,15,202507010800
3807474964,3807474992,126.9602743,37.5479957,126.960073,37.54821,3,202507010800
3807474972,3807474978,126.9607444,37.5480447,126.9610182,37.5480645,6,202507010800
3807474972,4595156251,126.9607444,37.5480447,126.960587,37.5480361,4,202507010800
3807474978,3807475024,126.9610182,37.5480645,126.960974,37.548539,61,202507010800
3807474978,3807474972,126.9610182,37.5480645,126.9607444,37.5480447,5,202507010800
3807474978,3807474981,126.9610182,37.5480645,126.9613299,37.548085,87,202507010800
3807474980,3807474996,126.9593386,37.5480674,126.9591721,37.548182,252,202507010800
3807474980,3807474944,126.9593386,37.5480674,126.9597404,37.5477744,271,202507010800
3807474981,3807475023,126.9613299,37.548085,126.9613168,37.5485238,78,202507010800
3807474980,3807474994,126.9593386,37.5480674,126.9600425,37.5482332,136,202507010800
3807474981,3807474978,126.9613299,37.548085,126.9610182,37.5480645,8,202507010800
3807474981,3807474931,126.9613299,37.548085,126.9617966,37.5475653,91,202507010800
3807474986,3807475004,126.9651001,37.548145,126.9651036,37.5483652,95,202507010800
3807474986,3807474990,126.9651001,37.548145,126.9647042,37.5481986,8,202507010800
3807474986,3807474918,126.9651001,37.548145,126.9650148,37.5473626,142,202507010800
3807474990,3807474986,126.9647042,37.5481986,126.9651001,37.548145,78,202507010800
3807474990,3807474995,126.9647042,37.5481986,126.9643135,37.548234,7,202507010800
3807474990,3807475048,126.9647042,37.5481986,126.9645056,37.5487325,19,202507010800
3807474994,3807475010,126.9600425,37.5482332,126.9602342,37.5484049,52,202507010800
3807474992,3807474964,126.960073,37.54821,126.9602743,37.5479957,3,202507010800
3807474992,2322074413,126.960073,37.54821,126.959914,37.5478883,5,202507010800
3807474994,3807474980,126.9600425,37.5482332,126.9593386,37.5480674,22,202507010800
3807474995,3807474990,126.9643135,37.548234,126.9647042,37.5481986,61,202507010800
3807474995,3807475025,126.9643135,37.548234,126.9641252,37.548552,41,202507010800
3807474995,3807475001,126.9643135,37.548234,126.963722,37.548324,10,202507010800
3807474996,3807474980,126.9591721,37.548182,126.9593386,37.5480674,259,202507010800
3807475001,4595235676,126.963722,37.548324,126.9637832,37.548854,75,202507010800
3807474996,10156195533,126.9591721,37.548182,126.9596901,37.5487644,14,202507010800
3807475004,3807474986,126.9651036,37.5483652,126.9651001,37.548145,11,202507010800
3807475001,4595156262,126.963722,37.548324,126.9634445,37.5484205,8,202507010800
3807475001,3807474995,126.963722,37.548324,126.9643135,37.548234,142,202507010800
3807475010,3807474994,126.9602342,37.5484049,126.9600425,37.5482332,133,202507010800
3807475010,4595156251,126.9602342,37.5484049,126.960587,37.5480361,122,202507010800
3807475019,3807474972,126.9607139,37.5484842,126.9607444,37.5480447,20,202507010800
3807475010,10156195533,126.9602342,37.5484049,126.9596901,37.5487644,258,202507010800
3807475019,3807475042,126.9607139,37.5484842,126.9605734,37.5486815,14,202507010800
3807475023,3807475029,126.9613168,37.5485238,126.9614098,37.5486033,22,202507010800
3807475019,3807475038,126.9607139,37.5484842,126.9606879,37.5486326,3,202507010800
3807475023,3807475024,126.9613168,37.5485238,126.960974,37.548539,20,202507010800
3807475023,3807474981,126.9613168,37.5485238,126.9613299,37.548085,2,202507010800
3807475024,3807475038,126.960974,37.548539,126.9606879,37.5486326,6,202507010800
3807475024,3807475023,126.960974,37.548539,126.9613168,37.5485238,53,202507010800
3807475024,3807474978,126.960974,37.548539,126.9610182,37.5480645,29,202507010800
3807475024,3807475047,126.960974,37.548539,126.9609972,37.5487306,43,202507010800
3807475025,3807475048,126.9641252,37.548552,126.9645056,37.5487325,61,202507010800
3807475025,3807474995,126.9641252,37.548552,126.9643135,37.548234,49,202507010800
3807475029,3807475023,126.9614098,37.5486033,126.9613168,37.5485238,3,202507010800
3807475025,4595235676,126.9641252,37.548552,126.9637832,37.548854,25,202507010800
3807475029,3807475072,126.9614098,37.5486033,126.9611792,37.5488436,77,202507010800
3807475029,3807475049,126.9614098,37.5486033,126.9616831,37.5487563,11,202507010800
3807475038,3807475019,126.9606879,37.5486326,126.9607139,37.5484842,5,202507010800
3807475038,3807475024,126.9606879,37.5486326,126.960974,37.548539,36,202507010800
3807475038,3807475044,126.9606879,37.5486326,126.9606978,37.5486902,1,202507010800
3807475042,3807475044,126.9605734,37.5486815,126.9606978,37.5486902,106,202507010800
3807475042,3807475043,126.9605734,37.5486815,126.9605134,37.5487071,1,202507010800
3807475043,3807475094,126.9605134,37.5487071,126.9602102,37.549001,104,202507010800
3807475042,3807475019,126.9605734,37.5486815,126.9607139,37.5484842,112,202507010800
3807475043,3807475042,126.9605134,37.5487071,126.9605734,37.5486815,1,202507010800
3807475043,3807475081,126.9605134,37.5487071,126.9599378,37.5488656,13,202507010800
